cid,smiles
6714003,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)C5CC5[C@]34C)Cl)C)OC(=O)C
6714010,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C
6850744,C[C@]12CC[C@H](C1(C)C)CC2O
6850754,COC1C(C(C(OC1C(=O)O)OC2C(C(C(OC2C(=O)O)OC)O)O)O)O
6850761,C=CCSS(=O)CC=C.C=CCS(=O)CC(C(=O)O)N
6850845,C/C=C/C1=CC=C(C=C1)OC.C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OCC2[C@H]([C@@H]([C@@H]([C@@H](O2)O)O)O)O)O)O)O.C1=CC=C2C(=C1)C=CC(=O)O2.C1=CC(=C(C
6852391,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-]
6852393,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CCC(=O)C4)C
6852406,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Cl
6857681,C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO
6914062,CC/C=C\CCCC(=O)OC
6915922,CCCCCCCCC[C@@H](C)C=O
6917728,CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl.Cl
6918119,CS(=O)(=O)O.C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54.O
6918132,CCN[C@H]1C[C@@H](S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C.Cl
6919101,CC(C)(C)C(=O)[O-]
6930847,CC(C)/C=C/C(=O)[O-]
6931103,C[C@@H]1CCOC2(O1)CCCCC2
6931360,C[C@@H]1CCC2=NC=CN=C12
6931437,COC1=C(C=CC(=C1)[C@@H](C(=O)[O-])O)O
6931725,CCC[C@H]1CCO[C@H](S1)C
6931727,CCC[C@H]1CCO[C@@H](S1)C
6931728,CCC[C@@H]1CCO[C@@H](S1)C
6933282,C[C@@H]1C(=O)C=C(O1)C
6946681,C(C(CC(=O)[O-])C(=O)[O-])C(=O)[O-]
6950112,CCC(CC)C(=O)[O-]
6950201,CC(=O)OC[C@H]1CCCO1
6950218,COC1=CC=CC=C1C(=O)[O-]
6950269,C[C@H](COC[C@H](C)O)O
6950273,CC(=O)O[C@H]1C[C@@H]2CC[C@]1(C2(C)C)C
6950306,CCOC(=O)C[C@H](C)O
6950479,CC[C@@H](C)C(=O)O
6950516,CCC[C@@H]1CCCC(=O)O1
6950760,C[C@H](CCC1=CC=CC=C1)OC(=O)C
6951519,C[C@H](COC(=O)C(C)C)C1=CC=CC=C1
6951520,C[C@@H](COC(=O)C(C)C)C1=CC=CC=C1
6951541,CC(C)C[C@@H](C(=O)[O-])O
6951558,CC[C@@H](C)C1=NC=CN=C1OC
6951559,CC[C@H](C)C1=NC=CN=C1OC
6951696,CCC(=O)O[C@@H](C)C1=CC=CC=C1
6951703,C[C@@H](C1=CC=CC=C1)OC(=O)C
6951704,C[C@H](C1=CC=CC=C1)OC(=O)C
6951711,C[C@H]1CC[C@H](C(=O)C1)C(C)(C)S
6951713,C[C@H]1CC[C@@H](C(=O)C1)C(C)(C)S
6951716,CCC[C@H](CCO)SC
6951721,CC[C@@H](C(=O)OC)SC
6951722,CC[C@H](C(=O)OC)SC
6971127,C[C@@H](CCC=C(C)C)O
6971231,C1=CC=C(C(=C1)CO)C(=O)[O-]
6971248,CC[C@@H](C)C=O
6971249,CC[C@H](C)C=O
6973643,C[C@@]12CC[C@@H](C1)C([C@H]2O)(C)C
6989903,CC1=CC(=C(C=C1)[O-])[N+](=O)[O-]
6991980,CCCC[C@H](CC)CO
6991997,CSCCC[NH3+]
6992045,CCCCCC[NH3+]
6992239,C[C@@H](CCCC(C)C)CCO
6992243,C[C@H]1COC(O1)(C)C
6992244,CCCCC[C@H](C=C)O
6992421,CCC[C@H](C=C)O
6992611,CCCCC[C@@H](C)O
6992616,CC[C@@H](C)[C@H]1CCCCC1=O
6992748,C[C@H](C1=CC=CC=C1)[NH+](C)C
6992853,CCC(=O)[C@H]1C[C@H](CC=C1C)C(C)C
6992930,CSCC[C@@H](C(=O)NCC(=O)O)N
6993462,CCCC[C@@H](CC)O
6993490,CCOC(=O)[C@@H]1[C@](O1)(C)C2=CC=CC=C2
6993579,CCOC(=O)CCCCC(=O)[O-]
6993580,CCOC(=O)[C@@H]([C@H](C(=O)OCC)O)O
6993810,CCCC[C@@H](C)O
6993963,CC1=CC=C(C=C1)[C@H](C)O
6994293,CCC[C@@H](CC)O
6994331,CC[C@H](C=C)O
6994381,CCOC(=O)C[C@]1(OC[C@H](O1)C)C
6994791,C[C@@H](CCC=C(C)C)C=O
6994854,C[C@]1(CS[C@](CS1)(C)O)O
6995517,CC(=CCCC(=CC(=O)[O-])C)C
6995537,CC(C)(C)[C@@H]1CCCC[C@H]1O
6995682,CCCC/C=C/[C@H](C)O
6997313,CCC[C@@H](C)C(=O)OCC
6997332,CCCC[C@@H](C)CCC(=O)[O-]
6997333,CCCC[C@@H](C)CCC(=O)O
6997335,CCCC[C@H](C)CCC(=O)O
6997337,CCOC(=O)[C@H](C)CC=C
6997339,CCCCC[C@@H](C)CCC(=O)[O-]
6997340,CCCCC[C@@H](C)CCC(=O)O
6997342,CCCCC[C@H](C)CCC(=O)O
6997348,C[C@H](CC=O)SC
6997349,CCCC[C@@H](CC)CCC(=O)[O-]
6997352,CCCC[C@H](CC)CCC(=O)O
6997353,CCCCOC(=O)[C@@H](C)CC
6997359,C[C@@H]1C[C@@H](C(=O)C1=O)C
6997365,C[C@@H]1CC(=O)C(=O)[C@H]1C
6997366,CCC/C=C/C(=O)[O-]
6997368,C[C@@H]1C(=O)C(=C(O1)C)OC(=O)C
6997369,C[C@@H]1CCC(=O)C1=O
6997371,C[C@@]12CC[C@@H](C1)C([C@@H]2O)(C)C
6997373,CC1=C(C(=CC=C1)C)[S-]
6998928,CCCC[C@H](CC)O
6999002,CCCCC[C@H](CC)O
6999037,C[C@H]1C(=[NH+][C@H](O1)C)C
6999038,C[C@H]1C(=N[C@H](O1)C)C
6999050,CCC[C@H](C)C=O
6999725,CCCCCC[C@@H](CC)O
6999784,C[C@@H](C(C)C)O
6999852,CCCC[C@@H](C=C)O
6999854,CCC[C@@H](C=C)O
6999857,CCCC[C@@H](C)C(=O)[O-]
6999858,CCCC[C@@H](C)C(=O)O
6999892,C[C@H](CCCC(C)(C)OC)CC=O
6999893,C[C@@H]1CCCC(C1=O)(C)C
6999927,CCCCC[C@@H](C)C(=O)[O-]
6999928,CCCCC[C@@H](C)C(=O)O
6999955,C[C@@H](CCC=C(C)C)CC(=O)O
6999957,C[C@H](CCC=C(C)C)CC(=O)O
6999975,C[C@@H](CCC=C(C)C)CCOC(=O)C
6999977,CCCCOC(=O)[C@H](C)O
6999980,CC(=CCC[C@@](C)(C=C)OC(=O)C)C
7000000,CC[C@@H](C)C[NH3+]
7000008,CC[C@@](C)(CCCC(C)C)O
7000077,CC(C)CCCCCCC(=O)[O-]
7000679,C[C@@]12CC[C@H]3[C@H](CC3(C)C)C(=C)CC[C@@H]1O2
7004919,CC(C)(C)[C@@H]1CCCCC1=O
7006461,CC/C=C(\C)/C(=O)[O-]
7014866,CC1=CC=C(C=C1)CC(=O)[O-]
7015740,CCOC(=O)[C@H](C)SSC
7017232,CCCC(=O)OC[C@@H](C)C1=CC=CC=C1
7017925,CCC1=CC=CC=C1[S-]
7017948,CCCC[C@@H](CO)O
7019251,CC(C)/C=C(\C)/C(=O)[O-]
7019252,C[C@H]1CCCC(=O)C1=O
7019633,CCOC(=O)CCCCCCC(=O)[O-]
7019645,C[C@@H](CC=C)C(=O)[O-]
7019646,C[C@@H](CC=C)C(=O)O
7020624,CNC1CCCC1
7020891,C[C@@H](C(=O)C)SC
7021340,CCCCCC[C@@H](C=C)O
7022165,C[C@@H]1CC(CC(=O)C1=O)(C)C
7057902,C1CC[C@@H]2C[C@@H](CC[C@H]2C1)O
7057904,CCCCCC[C@H]1CCC(=O)O1
7057942,C[C@H]1CC[C@@H]([C@@H](C1)O)C(=C)C
7057971,CCCC[C@@H]1CCC(=O)O1
7057972,CCCC[C@H]1CCC(=O)O1
7057985,C[C@H](C(=O)O)S
7058083,C1[C@@H](SC[C@@H](S1)O)O
7058092,CC[C@H](C)CS
7059661,C[C@@H]1C[C@H](CC(C1)(C)C)O
7060522,C[C@@H]1C(=O)CCO1
7060928,CCC[C@@H]1CC(=CC(=O)C1)C
7061775,C[C@@H]1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2CC1=O
7076215,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)[C@H](C)O)C(C)C
7156991,CC[C@@H](C)C(=O)OCC
7157263,C[C@H]1[C@@H](CCO1)S
7160826,C[C@@H]1CCCCCCCCCCCCC(=O)C1
7160827,C[C@H]1CCCCCCCCCCCCC(=O)C1
7162054,CCC[C@@H](CCO)S
7162055,CCC[C@H](CCO)S
7168192,C[C@H]1CCC2=C(C1)OC=C2C
7173653,C[C@H]1CC(CC(=O)C1=O)(C)C
7173971,CC[C@@H]1CCC(=O)O1
7251185,C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C
7269384,C[C@H]1CCCC(=O)O1
7269958,C[C@@H]1C=C(CC[C@H]1C=O)C
7311734,CC(C)C[NH3+]
7312690,CC1=C(C(CCC1)(C)C)/C=C/[C@@H](C)O
7329980,C[C@H](CCC=C(C)C)CCOC(=O)C1=CC=CC=C1
7336247,C[C@@H]1CC(=C[C@H]([C@H]1/C=C/C(=O)C)C)C
7364119,CC[C@@H](C(=O)C)S
7364125,C[C@H](C(C)C)S
7364133,C[C@H](C(=O)C)S
7364145,CCOC(=O)[C@@H](C)S
7365221,C[C@@H]1CCC2=C1N=CC[NH2+]2
7367088,C[C@@H]1CC[C@H]([C@@H](C1)C)COC(=O)C
7458634,CC[C@@H](C)SS[C@@H](C)CC
7567160,CC[C@@H](C)CC(=O)OCC
7567181,C[C@H]1CC(=O)C=C2[C@@]1(C[C@H](CC2)C(=C)C)C
7567850,CC[C@H](C)C(=O)/C=C/C
7568662,C[C@@H]1C(=O)CCS1
7576810,CCCC[C@H]1CCCC(=O)O1
8030023,CC/C(=C\C[C@@H]1CC=C(C1(C)C)C)/CO
8030033,C[C@@H](C1=CC=CS1)S
9548566,CC(C)/C=N/OC
9549318,CC(CCC=C(C)C)CC(=O)[O-]
9576782,CCC(=O)/C(=N/O)/C
9793841,CCC[C@](C)(CCO)S
9793905,C=CCSC[C@@H](C(=O)O)N
9794276,CCCC(=O)O[C@@H](CC)C1=CC=CC=C1
9794352,CCC(=O)OCC[C@@H](C)CCC=C(C)C
9798098,CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)[C@@H](CO)O)OCCCN(C)C)C.Cl
9815427,CC(C)C(=O)C(C)(C)CC=C(C)C
9815474,CCCC(=O)OC(C)C(=O)OCC
9815597,CCCCCCC(=O)OC(C)CCC
9815980,CC(CO)C1CCCCCCCCCCC1
9832292,C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O
9833996,CCOC(=O)CC(C)S
9834606,CC1C/C=C/CCCCCCCCCC(=O)C1
9837013,C/C=C/C(=O)C1C(=C)CCCC1(C)C
9845819,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCC2CCCO2)/C.Cl
9855632,CC1=CC=C(C=C1)CCC(=O)OC
9855795,C[C@@H]1CCC=C2[C@]1(C[C@@H](CC2)C(=C)C)C
9856149,C1CCCC/C=C/CCCOC(=O)CCCC1
9859094,CC(=C)[C@H]1CC[C@]([C@H](C1)C(=C)C)(C)C=C
9865387,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.Cl
9877385,CCCCC1=CCCC1=O
9882013,C=CCSSSSSSCC=C
9883104,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C.Cl
9883259,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C.Cl
9884029,CN(C)CC/C=C/1\C2=CC=CC=C2CSC3=CC=CC=C31.Cl
9915886,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
9964247,CCC1=CC=C(C=C1)CC(=O)OC
9964407,CCCCCCOC(=O)CC(C)S
10012571,CC1(CCCC(=C)[C@@H]1C(=O)OC)C
10058253,CCOC(=O)C1(C(O1)C)CC(C)C
10060281,COC1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
10104051,C/C=C/C(=O)[C@H]1C(=C)CCCC1(C)C
10130473,CCCC(=O)O[C@@H](C)CC1=CC=CC=C1
10131025,C=CCSSSSSCC=C
10149036,CC1C(=O)C2=CC=CC=C2C1(C)C
10154345,CCCCCCC[C@@H]1CCC(=O)O1
10176244,CC(C)C(C)CCC(C)(C)O
10176245,C[C@H](CCC(C)(C)O)C(C)C
10197810,C[C@@H](CCC(C)(C)O)C(C)C
10198028,CCCC(=O)O[C@H](C)C1=CC=CC=C1
10219687,CCCCCCCC1=CCCC1=O
10222764,CCCCOC(=O)CC(C(C(=O)C)C(=O)OCCCC)(C(=O)OCCCC)O
10240785,C1C[C@@H]2C[C@H]1C[C@H]2N
10261650,C[C@H](COC(=O)C)C1=CC=CC=C1
10290825,CC1([C@@H]2CCC(=C)[C@H]1C2)C
10309252,C(CNCCNCCNCCN)N.Cl.Cl.Cl.Cl.Cl
10313079,CN(C)C.Cl
10313138,C1C[C@H]2CNC[C@H]2NC1
10314472,CN[C@@H]1C[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl
10331996,CCCCCCCCCC1C(O1)C(=O)OCC
10374825,CC1(CCCC(=C)C1CCO)C
10398656,CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C
10419579,C1=CC(=CC(=C1)Cl)CCC=O
10419825,CC1(CCCC(=C)[C@H]1C(=O)OC)C
10433396,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F.Cl
10434468,CN1CCCC1C2=CN=CC=C2.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O
10503556,C[C@@H](C(=O)OCC[Si](C)(C)C)N(C)C(=O)CC[C@H](C(=O)OC)NC(=O)OC(C)(C)C
10504126,C1=CC=C(C=C1)C#CCC(C2=NNN=N2)NCP(=O)(OC3=CC=CC=C3)OC4=CC=CC=C4
10513778,CC(=O)C1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C
10561016,C[C@]1(C[C@H]1C[C@H]2C[C@@H]3C[C@@]3(C2(C)C)C)CO
10561017,C[C@]1(C[C@@H]1C[C@@H]2C[C@H]3C[C@]3(C2(C)C)C)CO
10582821,CCCC(=S)OCC
10584207,CC[C@](C)(CCCC(C)C)OC(=O)C
10608036,CCCCC1(CCC(=O)O1)CCCC
10654501,CCCCCCC[C@H](CC)O
10701937,CC[C@H](C)C(=O)C(=O)OC
10702081,CCCCCC1CCC(O1)O
10725569,CCCCCC1=CCC(=O)O1
10773374,C[C@@H]1[C@H]2CCC(=C[C@@H]2OC1=O)C
10796756,C1COC(=O)C1CC=O
10798423,CC(=O)/C=C/[C@@]12[C@@](O1)(CCCC2(C)C)C
10855608,CCC[C@@H](CC(=O)OC)O
10856176,CC(C=O)C1=CC2=CC=CC=C2C=C1
10857465,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CCO3)C)(C)C
10866906,C[C@@H]1[C@H](OC(O1)C2=CC=CC=C2)C
10866908,C[C@H](CC1=CC=CC=C1)OC(=O)C
10867491,CCCCNC1=CC=CC=C1C(=O)OC
10877278,C[C@H](CC=O)C1=CC=CC=C1
10877336,CCOC(=O)CC1CCC=C1
10877420,C=C[C@H](CC=O)C1=CC=CC=C1
10877566,CC1=CC[C@H](CC1)C(C)(C)S
10877987,CCCOC(=O)C(C)C1=CC=CC=C1
10878761,C[C@H]1CCC=C([C@]12CC[C@H](C2)C(C)(C)O)C
10887828,CSCC=O
10888261,C1=CC=C(C=C1)COCCC=O
10888889,CCCCCCCC[C@@H]1CCC(=O)O1
10889482,CC(=O)OC[C@H](C1=CC=CC=C1)OC(=O)C
10898831,CCCCC[C@H](C(=O)C)O
10899740,C[C@@H]1CC[C@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C
10909594,CCCC1CCOC1=O
10909860,CCOC(=O)[C@@H](CC(C)C)O
10909998,CCCCCCCC[C@@H](C)C=O
10910055,C[C@H](CCC1=CC=CC=C1)CC#N
10931630,CC1([C@@H]2C[C@H]1C(=C)[C@@H](C2)O)C
10931759,C[C@@H](CCC1=CC=CC=C1)C=O
10941446,CC(C)C(C)C(=O)C1=CC=CC=C1
10942622,CCOC(CS)OCC
10942729,COC(C1CCCCC1)OC
10943197,CCOC(C1CCCCC1)OCC
10953450,C1=COC(=C1)CC=O
10953872,CCC(CC1=CC=CC=C1)CO
10954220,CC(CC(C)(C)C1CCCCC1)O
10964563,CC[C@@H]([C@H](C)CO)S
10965354,CC(C)OC(=O)C(C)C1=CC=CC=C1
10975506,CCCC[C@H](/C=C/C)O
10976170,C[C@H](CCC=C(C)C)CC(=O)OC
10986397,C[C@H](/C=C/C1=CC=CC=C1)O
10986465,COC(=O)CC/C=C/CC=C
10986613,C[C@H]1CCC2=C(C(=O)O[C@H]2C1)C
10997258,C[C@@H]1CC[C@H](CC1=O)C(C)C
10997903,CC1=CC[C@@H](C1(C)C)C/C=C(\C)/CO
11008358,CCCCC[C@@H]1[C@H](CC(=O)O1)C
11008539,C/C=C/C(=O)/C(=C(\C)/C(C)(C)C)/C
11008915,CC(=O)O[C@H]1CCC[C@@H](C1)C(C)(C)C
11009095,C[C@H]1CC=C([C@H](C1(C)C)/C=C/C(=O)C)C
11019298,CCCCC[C@H](C=C)OC(=O)C
11019494,CC1=CCCC([C@@H]1C(=O)OC)(C)C
11030204,C/C=C/C(=O)/C(=C(/C)\C(C)C)/C
11031885,CC1=CCCC([C@H]1/C=C/[C@@H](C)OC(=O)C)(C)C
11041412,CC/C=C\CCCCOC(=O)CC
11042909,C1=CC=C(C=C1)C(CO)OC(=O)C2=CC=CC=C2
11051725,C[C@@H]1CC[C@@H]2C[C@H]1C2(C)C
11051994,CC1([C@@H]2CC=C([C@H]1C2)CC=O)C
11052238,C[C@@H](C(=O)OCC1=CC=CC=C1)O
11062576,CC1=CCO[C@@H](C1)C=C(C)C
11062802,C[C@@]12CC[C@@H](C1(C)C)C[C@@]2(C)O
11075070,CCCCCCCCCC1CCC(=O)CC1
11084123,CCCC[C@@H]1[C@H](CC(=O)O1)C
11084346,CCCCCC1OC(C(O1)C)C
11085796,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC
11086125,CCCCCCOC(=O)CC(=O)C1=CC=CC=C1
11094611,CCC(=O)N1CCC=C1
11094728,C=CCCCCCCCO
11094753,CCCCCCC[C@H](C)O
11094875,CCCCC[C@@H]1CCC(=O)O1
11095260,CC1(CCCC(=C)C1C(=O)OC)C
11105597,CCCC[C@H]1[C@@H](CC(=O)O1)C
11105826,CCCCCC1CCOC(O1)C
11107057,CCOC(=O)OC/C=C(\C)/CCC=C(C)C
11116415,COCOCCC1=CC=CC=C1
11116489,C[C@@H]1CC[C@H](OC(=O)C1)C(C)C
11116492,C[C@@]1(CC[C@H](O1)C(C)(C)O)C=C
11116832,CCCC[C@H]1C2=CC=CC=C2C(=O)O1
11126250,C1CCC(=CC=O)CC1
11126914,CCCCCCC[C@@H]1CCCC1=O
11137378,CCCCC/C=C\C=C\CO
11137732,CCCCCCC1=C(CCC1=O)C
11137735,CC/C(=C(\C)/C(=O)/C=C/C)/C(C)C
11137872,CCCCC(C(=O)OC)OC(=O)C
11138191,C=CCC1=CC2=C(C=C1)OCC(=O)CO2
11159838,CCC(CC1=CC=CC=C1)OC(=O)C
11159903,CC(=O)C1=CC=CC=C1C2=CC=CC=C2
11160025,C[C@@H]1CCC=C2[C@@]1(C[C@@H](CC2)C(=C)C)C
11171308,C[C@H](C[C@H](C)C1=CC=CC=C1)CO
11174599,C([C@@]1([C@H]2[C@@H]3[C@H](N=C(N[C@@]34[C@@H]([C@@H]1O[C@]([C@H]4O)(O2)O)O)N)O)O)O
11183648,CC(C)OC(=O)CC1=CC2=C(C=C1)OCO2
11194862,CC(=O)/C=C/[C@@H]1C(=C)CCCC1(C)C
11211984,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3.C(=C\C(=O)O)\C(=O)O
11219061,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)CCC(=O)O)C(C)C
11228905,CC(=CCC1C(O1)(C)C=C)C
11230115,C[C@H]\1CC(=O)CCCCCCCCCC/C=C1
11240624,C[C@@H](CCCC(C)C)CC=O
11253924,CC(=CCC/C(=C\COC(=O)C1=CC=CC=C1)/C)C
11263670,C(CC(=O)ON)C(C(=O)O)N
11264039,CC(=O)CC[C@@H]1C(=C)CCCC1(C)C
11286488,C[C@H](CC(C)(C)S)O
11286661,CCC(CCC1=CC=CC=C1)O
11287462,CC1(CCC(=O)[C@@H]2[C@@]13CC[C@@H](C3)C2(C)C)C
11298440,C[C@@H](CC=O)C1=CC=CC(=C1)C(C)C
11321438,C1C[C@H](OC1)CCCC2=CC=CC=C2
11323257,C[C@]12CCCC([C@@H]1CCC(=C)[C@@H]2CCC(=C)C=C)(C)C
11332546,CCC(=O)CC(C)(C)S
11332852,CC/C=C\CCC1(CCC(=O)O1)C
11335274,CC(=CCC/C(=C/CC/C(=C/CC[C@](C)(C=C)O)/C)/C)C
11344031,CC(C)CC(CC=C)O
11344071,CC(C)(C)C(=O)OCC=C
11344862,CCCCCC/C=C\CCCCC(=O)C
11357212,C[C@@H]1CC(=O)[C@](C12CC(CC(C2)(C)C)(C)C)(C)O
11367306,CC1=CC2=C(CC(C2)(C)CO)C=C1
11378500,CCC[C@@H]1CCC(=O)O1
11378520,C=CC1=C(CCCC1)C=O
11378760,CCCCCN1C(COC1=O)C
11379273,CC1=CC(=C(C2=C1CCCC2=O)C(C)C)OC
11389922,CC(=O)/C=C/[C@H]1C(=C)CCCC1(C)C
11391149,CC(=O)OC(C1=CC(=C(C=C1)O)OC)OC(=O)C
11392287,CCCCCCCOC1=CC=CC=C1
11423774,C[C@H](CC1=CC=CC=C1)[C@H](C)O
11423795,C[C@@H](CCC=C(C)C)C(=C)C=O
11423867,CCCCCCCC(=S)OC
11424363,C1=CSC(=C1)COCC2=CC=CS2
11434978,CC1=CC=C(O1)/C=C/C=O
11435352,CCCCCC[C@@H]1CCCC(=O)O1
11435490,CC(=O)OCC1=CC[C@@H]2C[C@H]1C2(C)C
11435500,C[C@H]1CC[C@]2(O1)C(=CCCC2(C)C)C
11435769,C[C@H]1CC(=O)[C@](C12CCCCCC2)(C)O
11446328,CCC/C=C\C=C/CO
11447475,CC(C1=CC=CC=C1)C(=O)OC2=CC=CC=C2
11506447,CC(CCCC=C)O
11536111,CC(C)(C)C1=CC(=C(C=C1C=O)OC)C(C)(C)C
11564473,CCC(=O)N1C=CC=C1
11586487,CC1=C[C@H]2C(=C(CCCC2(C)C)C)CC1
11593514,CCCCC[C@@H](CC)OC(=O)C
11608392,C1CCCC/C=C\CCCOC(=O)CCCC1
11615984,CCOC(=O)CNC(=O)[C@@H]1C[C@@H](CC[C@H]1C(C)C)C
11629741,CC(=O)OCCCCCCCS
11658397,CCCC1(C=CC(O1)C)C(C)(C)C
11658402,CCCC1(CCC(O1)C)C(C)(C)C
11658617,CC(=CCC/C(=C/CNC(=O)C1CC1)/C)C
11686063,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@H]3[C@@H]([C@H](O[C@@H]([C@@H]3O)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@@H]([C@H](O[C@@H]([
11735763,CCOC(=O)[C@@H]1[C@H](CCCC1(C)C)C
11735993,CC(=O)OC(C)(C)[C@H]1CC[C@](O1)(C)C=C
11736563,C[C@H]1CC(=O)[C@]([C@]12C[C@@H](CC(C2)(C)C)C)(C)O
11745625,C/C=C\CCCCCCCC(=O)OC
11770062,C[C@@H]1CC[C@H]([C@H]2[C@]1(CCC(=C2)C)O)C(C)C
11788274,CC/C=C\C=C\C=O
11788324,CNC1=CC=CC=C1NC
11788920,CCCCCCCCCC(=S)OC
11789380,C[C@H](CCC=C(C)C)CC#N
11790917,CCCCCCCCCCCCC(C)C=O
11804976,CCCCC[C@@H]1C=CC(=O)O1
11815386,CC(C)CC(C(=O)C)O
11815467,C[C@@H]1C(=O)C(=C(O1)C)OC
11830590,CC(C)C(=O)OC(C)(C)C1=CC=CC=C1
11851224,C1CCC/C=C/CCCCCCOC(=O)CCC1
11855994,CC1C/C=C\CCCCCCCCC(=O)C1
11862595,C1CCCC[C@H]2COC[C@@H]2/C=C/CCC1
11863509,CCNC(=O)[C@H]1C[C@H](CC[C@@H]1C(C)C)C
11869525,C[C@]12CCCC([C@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C
11870244,CC1([C@H]2CC[C@@]3([C@@H]1C2)CO3)C
11953684,CC[C@@](C)(CCC1=CC=CC=C1)O
11953818,CC1(C2CCC(O1)([C@H](C2)O)C)C
11954184,CCCCC1=C(C(=CC=C1)OC)O
11954258,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(C(C(=O)O)O)C(=O)O.C(C(C(=O)O)O)C(=O)O
11957621,COC1=C(C=CC(=C1)CCN)O.Cl
11957660,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O.Cl.Cl
11959971,C1C2C1C(=O)OC3=CC=CC=C23
11969087,CCCCC[C@H]1[C@H](O1)/C=C/C=O
11969488,CC/C=C/CCC1CCCC(=O)O1
11970251,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=
11970548,CC(CCC=C(C)C)CC1OCCO1
11970928,CCCCCCCCCC(C)CC#N
11971259,CC1COC(O1)(C)C(C)O
11980942,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5[C@@]6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C
11989360,CC(=O)OC1=C(C=C(C=C1)C(OC)OC)OC
11989572,C1CC(OC1)CCO
11996452,C[C@@H]1CC[C@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CC[C@]2(C)O
12003251,CCCCCC(=O)C(C)(C(=O)C)O
12004383,CC(C)C1=C[C@H]([C@@](CC1)(C)C=C)C(=C)C
12009861,CCCC[C@@H](CCOC)S
